[1, 47] 8.703838719690246
[47, 93] 8.552946361122055
[93, 139] 7.656810091480378
[139, 185] 6.774223886357614
[185, 231] 5.846438775057725
[231, 277] 5.272999558563747
[277, 324] 4.31748811353631
[324, 370] 3.6109179126442243
[370, 420] 3.044522437723423
[420, 479] 2.5649493574615367
[479, 555] 0.0
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
