[1, 43] 8.601534339849989
[43, 85] 8.542080906924017
[85, 127] 7.77779262633883
[127, 169] 6.921658184151129
[169, 211] 6.124683390894205
[211, 253] 5.424950017481403
[253, 295] 4.897839799950911
[295, 338] 3.6635616461296463
[338, 380] 3.4339872044851463
[380, 425] 2.8903717578961645
[425, 479] 2.4849066497880004
[479, 555] 0.0
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
