[1, 71] 9.13873695311649
[71, 141] 8.31090675716845
[141, 211] 6.953684210870537
[211, 281] 5.799092654460526
[281, 351] 4.382026634673881
[351, 425] 3.6635616461296463
[425, 555] 2.5649493574615367
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
