[1, 61] 8.996651979432729
[61, 121] 8.435549202375727
[121, 181] 7.286191714702382
[181, 241] 6.1092475827643655
[241, 301] 5.293304824724492
[301, 363] 3.9512437185814275
[363, 425] 3.332204510175204
[425, 555] 2.5649493574615367
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
