[1, 55] 8.886962034866128
[55, 109] 8.498010371999463
[109, 163] 7.44600149832412
[163, 217] 6.403574197934815
[217, 271] 5.575949103146316
[271, 325] 4.532599493153256
[325, 379] 3.6375861597263857
[379, 434] 3.091042453358316
[434, 555] 2.302585092994046
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
