[1, 35] 8.3243363327069
[35, 69] 8.512381634419015
[69, 103] 7.9105906122564775
[103, 137] 7.266827347520591
[137, 171] 6.606650186198215
[171, 205] 5.971261839790462
[205, 239] 5.262690188904886
[239, 273] 4.983606621708336
[273, 308] 4.290459441148391
[308, 342] 3.295836866004329
[342, 379] 3.258096538021482
[379, 413] 2.772588722239781
[413, 452] 2.302585092994046
[452, 555] 1.791759469228055
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
