[1, 53] 8.843326450242271
[53, 105] 8.518392471991719
[105, 157] 7.499423290592229
[157, 209] 6.498282149476434
[209, 261] 5.634789603169249
[261, 313] 4.77912349311153
[313, 366] 3.7612001156935624
[366, 420] 3.2188758248682006
[420, 479] 2.5649493574615367
[479, 555] 0.0
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
