[1, 89] 9.297343415597757
[89, 177] 8.061802274538348
[177, 265] 6.439350371100098
[265, 354] 4.890349128221754
[354, 452] 3.713572066704308
[452, 555] 1.791759469228055
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
