[1, 93] 9.324383088016843
[93, 185] 8.003028666384733
[185, 277] 6.293419278846481
[277, 369] 4.709530201312334
[369, 479] 3.5553480614894135
[479, 665] 1.0986122886681098
[665, 767] 0.0
[767, 2625] 0.0
