[1, 74] 9.170247278409738
[74, 147] 8.27715777243181
[147, 220] 6.844815479208263
[220, 293] 5.71042701737487
[293, 366] 4.189654742026425
[366, 452] 3.4965075614664802
[452, 555] 1.791759469228055
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
