[1, 67] 9.088624613292087
[67, 133] 8.361474616416817
[133, 199] 7.097548850614793
[199, 265] 5.8971538676367405
[265, 334] 4.762173934797756
[334, 401] 3.7376696182833684
[401, 479] 2.995732273553991
[479, 555] 0.0
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
