[1, 41] 8.53895468319775
[41, 81] 8.54188580400661
[81, 121] 7.803435056952168
[121, 161] 7.0326242610280065
[161, 201] 6.295266001439646
[201, 241] 5.459585514144159
[241, 281] 5.075173815233827
[281, 321] 4.060443010546419
[321, 363] 3.4965075614664802
[363, 405] 3.091042453358316
[405, 452] 2.5649493574615367
[452, 555] 1.791759469228055
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
