[1, 63] 9.02713842775492
[63, 125] 8.419800845407588
[125, 187] 7.221835825288449
[187, 249] 5.996452088619021
[249, 311] 5.1298987149230735
[311, 374] 3.9318256327243257
[374, 437] 3.258096538021482
[437, 555] 1.9459101490553132
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
