[1, 49] 8.755107121633896
[49, 97] 8.53934599605737
[97, 145] 7.619233416226805
[145, 193] 6.687108607866515
[193, 241] 5.703782474656201
[241, 289] 5.170483995038151
[289, 338] 3.9889840465642745
[338, 387] 3.5553480614894135
[387, 435] 2.9444389791664403
[435, 555] 2.0794415416798357
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
