[1, 104] 9.38252741428954
[104, 207] 7.831220214604293
[207, 311] 6.003887067106539
[311, 414] 4.23410650459726
[414, 555] 2.70805020110221
[555, 665] 0.6931471805599453
[665, 2625] 0.6931471805599453
