[1, 51] 8.798152718107191
[51, 101] 8.535622326884605
[101, 151] 7.559038255443384
[151, 201] 6.587550014824796
[201, 251] 5.648974238161206
[251, 301] 5.0106352940962555
[301, 351] 3.713572066704308
[351, 401] 3.4339872044851463
[401, 452] 2.70805020110221
[452, 555] 1.791759469228055
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
