[1, 108] 9.400960731584833
[108, 215] 7.762170607138205
[215, 322] 5.8944028342648505
[322, 432] 4.110873864173311
[432, 555] 2.4849066497880004
[555, 665] 0.6931471805599453
[665, 2625] 0.6931471805599453
