[1, 57] 8.923058219545728
[57, 113] 8.482187582217422
[113, 169] 7.400009517162692
[169, 225] 6.309918278226516
[225, 281] 5.4680601411351315
[281, 338] 4.248495242049359
[338, 395] 3.6375861597263857
[395, 452] 2.8903717578961645
[452, 555] 1.791759469228055
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
