[1, 96] 9.341280911236778
[96, 191] 7.964503363551548
[191, 286] 6.19644412779452
[286, 381] 4.48863636973214
[381, 479] 3.367295829986474
[479, 665] 1.0986122886681098
[665, 767] 0.0
[767, 2625] 0.0
