[1, 48] 8.728426091704613
[48, 95] 8.550627967502475
[95, 142] 7.627544390488503
[142, 189] 6.752270376141742
[189, 236] 5.736572297479192
[236, 283] 5.2574953720277815
[283, 334] 4.174387269895637
[334, 381] 3.4965075614664802
[381, 432] 2.8903717578961645
[432, 479] 2.3978952727983707
[479, 555] 0.0
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
