[1, 58] 8.942068693044225
[58, 115] 8.471358655072438
[115, 172] 7.369600720526409
[172, 229] 6.26530121273771
[229, 286] 5.442417710521793
[286, 348] 4.127134385045092
[348, 405] 3.6375861597263857
[405, 479] 2.8903717578961645
[479, 555] 0.0
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
