[1, 34] 8.283999304248526
[34, 67] 8.495765244002618
[67, 100] 7.9420068084898565
[100, 133] 7.290292882446597
[133, 166] 6.656726524178391
[166, 199] 6.066108090103747
[199, 232] 5.332718793265369
[232, 265] 5.056245805348308
[265, 298] 4.406719247264253
[298, 334] 3.5553480614894135
[334, 368] 3.2188758248682006
[368, 401] 2.833213344056216
[401, 434] 2.3978952727983707
[434, 479] 2.1972245773362196
[479, 555] 0.0
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
