[1, 45] 8.656607247198915
[45, 89] 8.548885638148727
[89, 133] 7.707062655370473
[133, 177] 6.853299093186078
[177, 221] 6.018593214496234
[221, 265] 5.3706380281276624
[265, 311] 4.564348191467836
[311, 355] 3.6375861597263857
[355, 399] 3.1354942159291497
[399, 452] 2.833213344056216
[452, 555] 1.791759469228055
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
