[1, 46] 8.68084148294457
[46, 91] 8.550627967502475
[91, 136] 7.681560362559537
[136, 181] 6.821107472256465
[181, 226] 5.932245187448011
[226, 271] 5.308267697401205
[271, 317] 4.454347296253507
[317, 363] 3.58351893845611
[363, 411] 3.1354942159291497
[411, 456] 2.6390573296152584
[456, 555] 1.3862943611198906
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
