[1, 81] 9.23356849809539
[81, 161] 8.183676582620658
[161, 241] 6.655440350367647
[241, 321] 5.384495062789089
[321, 401] 3.970291913552122
[401, 555] 3.044522437723423
[555, 665] 0.6931471805599453
[665, 767] 0.0
[767, 2625] 0.0
